EVENT_WOBA,WOBA_CUMU_BAT,WOBA_CUMU_PIT,HAND_MATCH,BAT_HOME_IND,PIT_REST,DAYS_SINCE_SZN_START,IN_DIV,IN_LEAGUE,PITCH_COUNT_CUMU,FIELD_POS,OUTS_CT,ORDER_CT,BATTER_IDX
0,0.31422222222222224,0.2859791666666667,0,1,5,52,0,0,36,5,1,2,4
0,0.4106511627906977,0.284792531120332,1,1,5,52,0,0,38,2,2,2,5
0.883,0.3270828729281768,0.28726446280991735,0,1,5,52,0,0,42,3,0,2,6
1.238,0.37390243902439024,0.29117695473251026,1,1,5,52,0,0,45,4,0,2,7
0,0.22652577319587627,0.28998360655737704,0,1,5,52,0,0,50,10,0,2,8
0.883,0.34001851851851855,0.292404081632653,1,1,5,52,0,0,52,8,1,2,9
1.979,0.42494949494949497,0.299260162601626,1,1,5,52,0,0,55,9,1,3,1
1.238,0.4293233532934132,0.3030607287449392,0,1,5,52,0,0,61,6,1,3,2
0,0.34947169811320755,0.3018387096774193,1,1,5,52,0,0,62,7,1,3,3
0,0.31256842105263155,0.30062650602409635,0,1,5,52,0,0,65,5,2,3,4
0,0.36175362318840576,0.2915510204081632,0,0,6,61,0,0,3,10,0,1,1
1.979,0.3626158536585366,0.30295270270270275,1,0,6,61,0,0,5,7,1,1,2
0,0.2959904761904762,0.3009194630872483,1,0,6,61,0,0,6,6,1,1,3
0.699,0.31158636363636366,0.30357333333333336,0,0,6,61,0,0,12,3,2,1,4
0,0.33663133640552995,0.3015629139072848,1,0,6,61,0,0,18,8,2,1,5
0.883,0.42511499999999997,0.330255707762557,1,1,6,61,0,0,3,9,0,1,1
0.883,0.4294674556213018,0.33276818181818185,0,1,6,61,0,0,9,6,0,1,2
0,0.31391145833333334,0.33126244343891403,0,1,6,61,0,0,12,3,0,1,3
1.238,0.3284782608695652,0.33534684684684685,0,1,6,61,0,0,14,8,1,1,4
0,0.4206404494382022,0.33384304932735426,1,1,6,61,0,0,20,2,1,1,5
0,0.31175362318840577,0.29957894736842106,0,0,6,61,0,0,22,5,0,1,6
0,0.2528843537414966,0.29762091503267973,1,0,6,61,0,0,25,9,1,1,7
0,0.2870980392156863,0.2956883116883117,0,0,6,61,0,0,27,4,2,1,8
0,0.37903592814371256,0.3323526785714286,1,1,6,61,0,0,27,4,0,1,6
0,0.21972999999999998,0.3308755555555556,0,1,6,61,0,0,33,10,1,1,7
0,0.3451304347826087,0.3294115044247788,1,1,6,61,0,0,38,7,2,1,8
0.699,0.34623577235772357,0.29829032258064514,1,0,6,61,0,0,33,2,0,1,9
0,0.36001442307692305,0.2963782051282051,0,0,6,61,0,0,35,10,0,2,1
0,0.3604181818181818,0.2944904458598726,1,0,6,61,0,0,37,7,1,2,2
0,0.2945876777251185,0.292626582278481,1,0,6,61,0,0,44,6,2,2,3
0,0.33401515151515154,0.3279603524229075,0,1,6,61,0,0,42,5,0,1,9
0,0.423,0.3265219298245614,1,1,6,61,0,0,44,9,1,2,1
0.883,0.432135294117647,0.32895196506550217,0,1,6,61,0,0,46,6,2,2,2
1.979,0.3225388601036269,0.33612608695652174,0,1,6,61,0,0,48,3,2,2,3
0.699,0.3304810810810811,0.33769696969696966,0,1,6,61,0,0,54,8,2,2,4
0,0.41596666666666665,0.3362413793103448,1,1,6,61,0,0,57,2,2,2,5
0,0.31017647058823533,0.2907861635220126,0,0,6,61,0,0,47,3,0,2,4
0.883,0.3391376146788991,0.2944875,1,0,6,61,0,0,49,8,1,2,5
0,0.30729999999999996,0.2926583850931677,0,0,6,61,0,0,52,5,1,2,6
0,0.25117567567567567,0.29085185185185186,1,0,6,61,0,0,58,9,2,2,7
1.979,0.38855952380952385,0.34329184549356223,1,1,6,61,0,0,58,4,0,2,6
0,0.21755445544554455,0.3418247863247863,0,1,6,61,0,0,62,10,0,2,7
1.979,0.35521604938271606,0.3487914893617021,1,1,6,61,0,0,65,7,1,2,8
0,0.32902985074626867,0.3473135593220339,0,1,6,61,0,0,68,5,1,2,9
0,0.4209059405940594,0.34584810126582277,1,1,6,61,0,0,72,9,2,3,1
0.883,0.29288349514563106,0.2944846625766871,0,0,6,61,0,0,60,4,0,2,8
0,0.34344354838709673,0.2926890243902439,1,0,6,61,0,0,67,2,0,2,9
0.699,0.3616363636363636,0.29515151515151516,0,0,6,61,0,0,72,10,1,3,1
0,0.35824698795180726,0.2933734939759036,1,0,6,61,0,0,79,7,1,3,2
0,0.2931981132075472,0.29161676646706586,1,0,6,61,0,0,80,6,2,3,3
1.238,0.3640758293838862,0.27313793103448275,0,0,1,62,0,0,3,4,0,1,1
1.238,0.36135119047619046,0.30529999999999996,1,0,1,62,0,0,5,7,0,1,2
0.699,0.2937242990654206,0.318,1,0,1,62,0,0,12,6,0,1,3
0,0.3116301369863014,0.3080625,0,0,1,62,0,0,15,5,0,1,4
0,0.33852941176470586,0.29872727272727273,1,0,1,62,0,0,16,3,1,1,5
0,0.24618543046357616,0.28994117647058826,1,0,1,62,0,0,22,9,2,1,6
0,0.4147463414634146,0.31297777777777774,0,1,6,62,0,0,3,9,0,1,1
0.883,0.44522543352601157,0.31612707182320443,1,1,6,62,0,0,4,6,1,1,2
0.883,0.37146825396825395,0.31924175824175827,0,1,6,62,0,0,9,5,1,1,3
0,0.32116836734693877,0.3174972677595629,1,1,6,62,0,0,11,3,1,1,4
0,0.40254838709677415,0.3157717391304348,0,1,6,62,0,0,17,2,2,1,5
0,0.34875757575757577,0.3140648648648649,0,1,6,62,0,0,21,10,0,1,6
0,0.3336223404255319,0.31237634408602155,1,1,6,62,0,0,26,8,1,1,7
0.883,0.38690643274853803,0.315427807486631,0,1,6,62,0,0,32,7,2,1,8
0,0.33383636363636365,0.31375,0,1,6,62,0,0,34,4,2,1,9
0,0.41273300970873783,0.3120899470899471,0,1,6,62,0,0,39,9,0,2,1
0.883,0.4477413793103448,0.31509473684210526,1,1,6,62,0,0,40,6,1,2,2
0,0.36854330708661415,0.31344502617801046,0,1,6,62,0,0,42,5,1,2,3
1.979,0.32958375634517767,0.32211979166666665,1,1,6,62,0,0,46,3,2,2,4
0,0.3982659574468085,0.32045077720207255,0,1,6,62,0,0,50,2,2,2,5
0,0.3466566265060241,0.31879896907216493,0,1,6,62,0,0,53,10,0,2,6
0,0.33185714285714285,0.31716410256410255,1,1,6,62,0,0,59,8,1,2,7
0.699,0.38872093023255816,0.3191122448979592,0,1,6,62,0,0,65,7,2,2,8
0,0.33082882882882886,0.317492385786802,0,1,6,62,0,0,69,4,2,2,9
0,0.4107391304347826,0.3158888888888889,0,1,6,62,0,0,70,9,0,3,1
0,0.4451828571428571,0.31430150753768843,1,1,6,62,0,0,71,6,1,3,2
0,0.3656640625,0.31273,0,1,6,62,0,0,75,5,2,3,3
0,0.3279191919191919,0.31117412935323385,1,1,6,62,0,0,77,3,0,3,4
0,0.3940736842105263,0.30963366336633663,0,1,6,62,0,0,83,2,1,3,5
0,0.3445808383233533,0.30810837438423644,0,1,6,62,0,0,84,10,2,3,6
1.979,0.3405263157894737,0.3162990196078432,1,1,6,62,0,0,91,8,0,3,7
0,0.3573023255813953,0.24982608695652175,0,0,6,63,0,0,7,4,0,1,1
0,0.35294767441860464,0.24767241379310345,1,0,6,63,0,0,10,7,1,1,2
0,0.2883348623853211,0.24555555555555555,1,0,6,63,0,0,11,6,2,1,3
0.883,0.41103349282296653,0.3340473933649289,1,1,6,63,0,0,1,9,0,1,1
0,0.4401525423728813,0.33247169811320754,0,1,6,63,0,0,3,6,0,1,2
0.883,0.36967441860465117,0.33505633802816903,1,1,6,63,0,0,5,5,1,1,3
0,0.32464,0.3334906542056075,0,1,6,63,0,0,6,3,1,1,4
0.883,0.3950515463917526,0.336046511627907,1,1,6,63,0,0,13,2,2,1,5
0,0.33697916666666666,0.33449074074074076,0,1,6,63,0,0,14,8,2,1,6
0.883,0.3085866666666667,0.25095762711864406,0,0,6,63,0,0,17,3,0,1,4
0,0.34023660714285714,0.2488487394957983,1,0,6,63,0,0,22,10,0,1,5
0,0.3151863636363636,0.246775,1,0,6,63,0,0,29,8,1,1,6
0,0.34050295857988166,0.33294930875576034,1,1,6,63,0,0,16,7,0,1,7
0.728,0.22676923076923078,0.33476146788990824,0,1,6,63,0,0,19,10,1,1,8
0,0.3820571428571429,0.33323287671232876,1,1,6,63,0,0,21,4,1,1,9
0,0.4090761904761905,0.3317181818181818,1,1,6,63,0,0,25,9,2,2,1
0,0.29544155844155845,0.24473553719008265,0,0,6,63,0,0,33,5,0,1,7
0,0.2512258064516129,0.24272950819672132,1,0,6,63,0,0,37,9,1,1,8
0,0.3353307086614173,0.2407560975609756,1,0,6,63,0,0,40,2,2,1,9
1.979,0.44879775280898876,0.33917194570135745,0,1,6,63,0,0,26,6,0,2,2
0,0.36683076923076924,0.3376441441441441,1,1,6,63,0,0,34,5,0,2,3
0,0.32302487562189053,0.3361300448430493,0,1,6,63,0,0,40,3,1,2,4
0,0.39102040816326533,0.3346294642857143,1,1,6,63,0,0,42,2,2,2,5
0,0.3556481481481481,0.23881451612903226,0,0,6,63,0,0,46,4,0,2,1
0,0.35090751445086704,0.236904,1,0,6,63,0,0,50,7,1,2,2
0.699,0.29021004566210046,0.24057142857142857,1,0,6,63,0,0,59,6,2,2,3
0,0.3072212389380531,0.23867716535433073,0,0,6,63,0,0,70,3,2,2,4
0.699,0.33885492227979275,0.33624888888888893,0,1,6,63,0,0,49,8,0,2,6
0,0.3385,0.3347610619469027,1,1,6,63,0,0,53,7,0,2,7
0,0.22460952380952381,0.33328634361233483,0,1,6,63,0,0,59,10,1,2,8
0,0.37988636363636363,0.3318245614035088,1,1,6,63,0,0,66,4,2,2,9
0,0.4071374407582939,0.3303755458515284,1,1,6,63,0,0,72,9,0,3,1
0,0.4462905027932961,0.3289391304347826,0,1,6,63,0,0,74,6,1,3,2
1.238,0.37348091603053435,0.3328744588744589,1,1,6,63,0,0,75,5,2,3,3
0,0.32142574257425743,0.3314396551724138,0,1,6,63,0,0,80,3,2,3,4
1.238,0.35314141414141414,0.23363057324840764,0,0,6,64,0,0,2,6,0,1,1
0.883,0.42074117647058823,0.23774050632911395,1,0,6,64,0,0,5,3,0,1,2
0,0.4151720930232558,0.23624528301886794,0,0,6,64,0,0,7,8,0,1,3
0,0.3845769230769231,0.23476875000000003,0,0,6,64,0,0,9,5,1,1,4
0.883,0.40555607476635513,0.2877587548638132,0,1,6,64,0,0,1,9,0,1,1
0,0.44135911602209943,0.28664341085271317,1,1,6,64,0,0,6,6,0,1,2
0,0.36786466165413534,0.2855366795366795,0,1,6,64,0,0,12,5,1,1,3
0.883,0.32260294117647054,0.2878346153846154,1,1,6,64,0,0,17,3,2,1,4
0,0.3916633663366337,0.2867318007662835,0,1,6,64,0,0,26,10,2,1,5
0.883,0.30948275862068964,0.2387950310559006,0,0,6,64,0,0,13,10,0,1,5
0,0.313421768707483,0.23732098765432097,0,0,6,64,0,0,22,7,0,1,6
0,0.33364516129032257,0.23586503067484663,0,0,6,64,0,0,25,2,1,1,7
0,0.34355102040816327,0.2856374045801527,1,1,6,64,0,0,31,8,0,1,6
0,0.33667052023121385,0.2845513307984791,0,1,6,64,0,0,33,7,1,1,7
1.238,0.3377652173913044,0.2881628787878788,0,1,6,64,0,0,35,4,2,1,8
0,0.3142906976744186,0.2870754716981132,0,1,6,64,0,0,42,2,2,1,9
0,0.33065060240963856,0.23442682926829267,0,0,6,64,0,0,29,9,0,1,8
0,0.21485714285714286,0.2330060606060606,1,0,6,64,0,0,35,4,1,1,9
0.883,0.3558040201005025,0.23692168674698796,0,0,6,64,0,0,39,6,1,2,1
0,0.4158488372093023,0.23550299401197605,1,0,6,64,0,0,42,3,1,2,2
1.979,0.42241203703703706,0.24588095238095237,0,0,6,64,0,0,50,8,2,2,3
0.883,0.3869617224880383,0.2496508875739645,0,0,6,64,0,0,52,5,2,2,4
0,0.3073630136986301,0.2481823529411765,0,0,6,64,0,0,59,10,2,2,5
0,0.40366976744186045,0.28599624060150375,0,1,6,64,0,0,45,9,0,2,1
0,0.4389340659340659,0.2849250936329588,1,1,6,64,0,0,50,6,1,2,2
1.979,0.37988805970149253,0.29124626865671643,0,1,6,64,0,0,54,5,2,2,3
0.699,0.3244390243902439,0.2927620817843866,1,1,6,64,0,0,58,3,2,2,4
0.883,0.39648039215686276,0.2949481481481481,0,1,6,64,0,0,60,10,2,2,5
0,0.3418071065989848,0.29385977859778595,1,1,6,64,0,0,65,8,2,2,6
1.979,0.3246756756756757,0.2583040935672515,0,0,6,64,0,0,61,7,0,2,6
1.238,0.34326595744680855,0.264,0,0,6,64,0,0,62,2,0,2,7
0,0.3267142857142857,0.26247398843930636,0,0,6,64,0,0,66,9,0,2,8
0,0.2125217391304348,0.26096551724137934,1,0,6,64,0,0,74,4,1,2,9
0,0.354025,0.2594742857142857,0,0,6,64,0,0,78,6,2,3,1
1.979,0.34610919540229884,0.3000551470588235,0,1,6,64,0,0,66,7,0,2,7
0,0.3348534482758621,0.2989560439560439,0,1,6,64,0,0,68,4,0,2,8
0,0.3106781609195402,0.2978649635036496,0,1,6,64,0,0,72,2,1,2,9
0.699,0.40503703703703703,0.29932363636363635,0,1,6,64,0,0,81,9,2,3,1
0,0.43653551912568306,0.29823913043478256,1,1,6,64,0,0,83,6,2,3,2
1.979,0.3917333333333333,0.3043068592057762,0,1,6,64,0,0,85,5,0,3,3
0.883,0.32715048543689323,0.3063884892086331,1,1,6,64,0,0,90,3,0,3,4
0,0.3487931034482758,0.2195,1,0,6,65,0,0,3,5,0,1,1
0,0.41935555555555554,0.2177984496124031,0,0,6,65,0,0,6,9,1,1,2
0,0.3011744966442953,0.21612307692307692,1,0,6,65,0,0,7,3,2,1,3
0.728,0.4028127853881278,0.4353220338983051,1,1,6,65,0,0,6,9,0,1,1
0,0.433252688172043,0.4316638655462185,0,1,6,65,0,0,12,10,0,1,2
0.883,0.39534558823529414,0.435425,1,1,6,65,0,0,15,5,1,1,3
0.699,0.3289468599033816,0.43760330578512396,0,1,6,65,0,0,22,4,1,1,4
0.699,0.34367,0.4397459016393443,0,1,6,65,0,0,31,3,1,1,5
0.883,0.41511320754716985,0.443349593495935,1,1,6,65,0,0,37,2,1,1,6
0,0.22866355140186914,0.43977419354838715,0,1,6,65,0,0,43,7,1,1,7
0,0.37742458100558657,0.43625600000000003,1,1,6,65,0,0,47,6,1,1,8
0,0.34217613636363636,0.43279365079365084,1,1,6,65,0,0,52,8,2,1,9
0,0.3021233766233766,0.2144732824427481,0,0,6,65,0,0,11,10,0,1,4
0,0.3326494845360825,0.21284848484848484,1,0,6,65,0,0,15,2,1,1,5
0,0.32559770114942527,0.21124812030075188,1,0,6,65,0,0,19,7,2,1,6
1.238,0.20921311475409837,0.21891044776119403,1,0,6,65,0,0,24,8,0,1,7
0.883,0.883,0.22382962962962963,1,0,6,65,0,0,25,4,0,1,8
0.883,0.883,0.22867647058823531,1,0,6,65,0,0,27,6,0,1,9
0,0.3470833333333333,0.22700729927007302,1,0,6,65,0,0,32,5,0,2,1
1.558,0.4318681318681319,0.2366521739130435,0,0,6,65,0,0,38,9,1,2,2
0,0.2991666666666667,0.2349496402877698,1,0,6,65,0,0,43,3,1,2,3
0,0.3001741935483871,0.23327142857142857,0,0,6,65,0,0,47,10,2,2,4
0,0.32925510204081637,0.23161702127659575,1,0,6,65,0,0,49,2,0,2,5
0.883,0.3319318181818182,0.23620422535211266,1,0,6,65,0,0,54,7,1,2,6
0.883,0.2146910569105691,0.24072727272727273,1,0,6,65,0,0,55,8,1,2,7
0,0.4415,0.23905555555555555,1,0,6,65,0,0,60,4,1,2,8
0,0.4415,0.23740689655172414,1,0,6,65,0,0,66,6,2,2,9
0.883,0.3496975609756098,0.24182876712328769,1,0,6,65,0,0,70,5,0,3,1
0,0.4271739130434783,0.24018367346938777,0,0,6,65,0,0,72,9,0,3,2
0,0.29718543046357615,0.23856081081081082,1,0,6,65,0,0,76,3,1,3,3
0,0.29825,0.23695973154362418,0,0,6,65,0,0,82,10,0,3,4
0,0.32592929292929296,0.23538,1,0,6,65,0,0,86,2,1,3,5
0,0.32820224719101126,0.23382119205298016,1,0,6,65,0,0,88,7,2,3,6
0,0.3548509615384615,0.21454545454545454,0,0,2,66,0,0,3,5,0,1,1
0,0.42297894736842107,0.21134328358208956,1,0,2,66,0,0,9,3,1,1,2
0,0.320989010989011,0.20823529411764707,0,0,2,66,0,0,13,9,2,1,3
1.979,0.35047222222222224,0.35686324786324786,0,1,4,66,0,0,3,8,0,1,1
0,0.4241315789473684,0.35383898305084743,1,1,4,66,0,0,8,6,0,1,2
0,0.3868129496402878,0.3508655462184874,0,1,4,66,0,0,12,5,1,1,3
0,0.32424761904761906,0.34794166666666665,1,1,4,66,0,0,14,3,2,1,4
0.883,0.30257232704402515,0.21801449275362317,1,0,2,66,0,0,16,10,0,1,4
0,0.4243636363636364,0.34506611570247936,0,1,4,66,0,0,18,10,0,1,5
0,0.3691748633879781,0.3422377049180328,0,1,4,66,0,0,24,4,1,1,6
0,0.32562295081967213,0.3394552845528455,0,1,4,66,0,0,31,9,2,1,7
0.699,0.30808888888888886,0.3423548387096774,0,1,4,66,0,0,37,2,0,1,8
0.699,0.24454954954954955,0.345208,1,1,4,66,0,0,44,7,0,1,9
0.699,0.3523977900552486,0.348015873015873,0,1,4,66,0,0,53,8,0,2,1
0,0.42191099476439786,0.3452755905511811,1,1,4,66,0,0,57,6,0,2,2
0,0.38405,0.342578125,0,1,4,66,0,0,61,5,2,2,3
0,0.2936353591160221,0.5083103448275862,1,0,6,13,0,0,2,4,0,1,1
0,0.3516796875,0.4913666666666667,1,0,6,13,0,0,10,9,1,1,2
0,0.4472300884955752,0.47551612903225804,1,0,6,13,0,0,14,10,2,1,3
0.699,0.26084705882352943,0.4416260162601626,1,1,6,13,0,0,4,6,0,1,1
1.238,0.34099999999999997,0.4480483870967742,1,1,6,13,0,0,5,4,0,1,2
0,0.30727692307692306,0.444464,0,1,6,13,0,0,8,7,0,1,3
0,0.39658666666666664,0.44093650793650796,1,1,6,13,0,0,10,10,1,1,4
0.883,0.3628571428571428,0.4444173228346457,1,1,6,13,0,0,13,3,2,1,5
0,0.35306521739130436,0.4409453125,0,1,6,13,0,0,15,9,2,1,6
0.883,0.3306264367816092,0.48825,1,0,6,13,0,0,21,3,0,1,4
0,0.26305960264900663,0.47345454545454546,1,0,6,13,0,0,23,2,0,1,5
0.699,0.30979,0.48008823529411765,0,0,6,13,0,0,27,7,1,1,6
0,0.3475081967213115,0.4663714285714286,1,0,6,13,0,0,30,5,1,1,7
0,0.22788059701492536,0.4534166666666667,1,0,6,13,0,0,32,6,2,1,8
0,0,0.4375271317829458,1,1,6,13,0,0,16,2,0,1,7
0,0.11299999999999999,0.4341615384615385,1,1,6,13,0,0,20,5,1,1,8
0,0.12614285714285714,0.43084732824427485,0,1,6,13,0,0,22,8,2,1,9
0,0.2578139534883721,0.42758333333333337,1,1,6,13,0,0,25,6,0,2,1
0,0.33549999999999996,0.4243684210526316,1,1,6,13,0,0,29,4,1,2,2
0,0.3026212121212121,0.4212014925373134,0,1,6,13,0,0,33,7,2,2,3
0,0.3913684210526316,0.4180814814814815,1,1,6,13,0,0,36,10,0,2,4
0,0.3577464788732394,0.41500735294117647,1,1,6,13,0,0,40,3,1,2,5
0,0.3455531914893617,0.41197810218978104,0,1,6,13,0,0,48,9,2,2,6
0.883,0.4415,0.41539130434782606,1,1,6,13,0,0,51,2,0,2,7
0,0.10546666666666665,0.41240287769784173,1,1,6,13,0,0,57,5,0,2,8
0,0.11773333333333333,0.40945714285714285,0,1,6,13,0,0,58,8,1,2,9
0.883,0.265,0.41281560283687946,1,1,6,13,0,0,64,6,2,3,1
0,0.3301746031746032,0.4099084507042254,1,1,6,13,0,0,68,4,2,3,2
1.238,0.29397837837837837,0.6550975609756098,1,0,6,14,0,0,5,4,0,1,1
0,0.3503664122137405,0.6395000000000001,1,0,6,14,0,0,10,9,0,1,2
0,0.44633620689655173,0.6246279069767442,1,0,6,14,0,0,15,6,1,1,3
0,0.18188372093023256,0.6104318181818182,0,0,6,14,0,0,20,7,2,1,4
1.979,0.2844772727272727,0.34806060606060607,1,1,5,14,0,0,1,10,0,1,1
0,0.325015625,0.34286567164179105,0,1,5,14,0,0,5,6,0,1,2
0,0.367,0.33782352941176474,0,1,5,14,0,0,9,2,1,1,3
0,0.38133333333333336,0.3329275362318841,0,1,5,14,0,0,12,3,2,1,4
1.979,0.3362033898305085,0.6408444444444444,1,0,6,14,0,0,23,10,0,1,5
1.238,0.3154950495049505,0.6538260869565218,0,0,6,14,0,0,24,2,0,1,6
0,0.31866666666666665,0.6399148936170213,1,0,6,14,0,0,27,8,0,1,7
0,0.07752941176470589,0.6265833333333334,0,0,6,14,0,0,34,3,1,1,8
0,0.34476,0.6137959183673469,1,0,6,14,0,0,37,5,2,1,9
0,0.347945205479452,0.3281714285714286,0,1,5,14,0,0,14,5,0,1,5
0.699,0.23823255813953487,0.3333943661971831,0,1,5,14,0,0,21,9,1,1,6
1.238,0.15475,0.3459583333333333,0,1,5,14,0,0,24,4,1,1,7
0,0.110375,0.34121917808219177,1,1,5,14,0,0,27,7,1,1,8
0,0.09294736842105263,0.3366081081081081,0,1,5,14,0,0,33,8,2,1,9
0.883,0.2971451612903226,0.61918,1,0,6,14,0,0,44,4,0,2,1
1.558,0.35951515151515157,0.6375882352941177,1,0,6,14,0,0,46,9,0,2,2
0,0.4425213675213675,0.6253269230769232,1,0,6,14,0,0,50,6,0,2,3
0,0.17775,0.6135283018867925,0,0,6,14,0,0,51,7,1,2,4
0,0.33431460674157304,0.6021666666666667,1,0,6,14,0,0,54,10,2,2,5
0,0.2812808988764045,0.33211999999999997,1,1,5,14,0,0,37,10,0,2,1
0,0.3200153846153846,0.32775,0,1,5,14,0,0,41,6,1,2,2
1.238,0.4153888888888889,0.3395714285714286,0,1,5,14,0,0,43,2,2,2,3
0.883,0.3876835443037975,0.3465384615384616,0,1,5,14,0,0,45,3,2,2,4
0.883,0.3551756756756757,0.35332911392405064,0,1,5,14,0,0,46,5,2,2,5
0,0.2328181818181818,0.3489125,0,1,5,14,0,0,48,9,2,2,6
1.979,0.3318039215686275,0.6272000000000001,0,0,6,14,0,0,59,2,0,2,6
0,0.31566037735849056,0.616,1,0,6,14,0,0,63,8,0,2,7
0,0.07531428571428572,0.6051929824561404,0,0,6,14,0,0,65,3,1,2,8
0,0.3420238095238095,0.5947586206896552,1,0,6,14,0,0,68,5,2,2,9
0.883,0.23566666666666666,0.35550617283950614,0,1,5,14,0,0,50,4,0,2,7
0.728,0.14670588235294116,0.36004878048780486,1,1,5,14,0,0,53,7,0,2,8
0,0.0883,0.355710843373494,0,1,5,14,0,0,55,8,0,2,9
0.883,0.28796666666666665,0.3619880952380952,1,1,5,14,0,0,56,10,1,3,1
0,0.37948587570621467,0.29065714285714284,1,0,5,22,1,1,3,6,0,1,1
1.979,0.37068595041322316,0.31443661971830983,1,0,5,22,1,1,4,2,1,1,2
0,0.462077380952381,0.31006944444444445,0,0,5,22,1,1,9,3,1,1,3
0,0.4518914285714286,0.30582191780821916,1,0,5,22,1,1,11,10,2,1,4
0,0.2881720430107527,0.3718481012658228,1,1,6,22,1,1,1,6,0,1,1
0,0.3735,0.3672,1,1,6,22,1,1,2,3,1,1,2
0,0.289463768115942,0.3626666666666667,0,1,6,22,1,1,4,10,2,1,3
0,0.27415,0.3016891891891892,0,0,5,22,1,1,17,9,0,1,5
0.883,0.3882898550724638,0.30944,1,0,5,22,1,1,19,7,1,1,6
0,0.25582954545454545,0.30536842105263157,1,0,5,22,1,1,21,4,1,1,7
0,0.3051796875,0.3014025974025974,1,0,5,22,1,1,29,5,2,1,8
0.883,0.35674999999999996,0.3690121951219512,0,1,6,22,1,1,7,7,0,1,4
0,0.3615714285714286,0.364566265060241,1,1,6,22,1,1,11,5,0,1,5
0.699,0.43138095238095236,0.368547619047619,1,1,6,22,1,1,17,2,2,1,6
0,0.09887499999999999,0.36421176470588235,1,1,6,22,1,1,21,4,2,1,7
0,0.2145473684210526,0.29753846153846153,0,0,5,22,1,1,34,8,0,1,9
0,0.37735393258426964,0.2937721518987342,1,0,5,22,1,1,40,6,1,2,1
0,0.3676475409836066,0.29009999999999997,1,0,5,22,1,1,44,2,2,2,2
0,0.3120144927536232,0.35997674418604647,1,1,6,22,1,1,28,9,0,1,8
0.699,0.15965000000000001,0.3638735632183908,0,1,6,22,1,1,33,8,1,1,9
1.238,0.29827659574468085,0.3738068181818182,1,1,6,22,1,1,44,6,1,2,1
0,0.369,0.36960674157303375,1,1,6,22,1,1,46,3,1,2,2
0.699,0.2953142857142857,0.3732666666666667,0,1,6,22,1,1,50,10,2,2,3
0.699,0.36373469387755103,0.37684615384615383,0,1,6,22,1,1,60,7,2,2,4
0.699,0.3658974358974359,0.3803478260869565,1,1,6,22,1,1,67,5,2,2,5
0,0.41177272727272723,0.376258064516129,1,1,6,22,1,1,70,2,2,2,6
0,0.4593431952662722,0.2865185185185185,0,0,5,22,1,1,49,3,0,2,3
0,0.4493238636363637,0.2830243902439024,1,0,5,22,1,1,54,10,1,2,4
1.238,0.28604938271604935,0.2945301204819277,0,0,5,22,1,1,56,9,2,2,5
1.238,0.39440287769784177,0.3057619047619048,1,0,5,22,1,1,59,7,2,2,6
0,0.2529550561797753,0.30216470588235295,1,0,5,22,1,1,62,4,2,2,7
0.699,0.13417647058823529,0.37969148936170216,1,1,6,22,1,1,74,4,0,2,7
0,0.3028139534883721,0.2986511627906977,1,0,5,22,1,1,65,5,0,2,8
0.883,0.22151041666666668,0.305367816091954,0,0,5,22,1,1,67,8,1,2,9
0,0.3752458100558659,0.3018977272727273,1,0,5,22,1,1,70,6,1,3,1
0.883,0.3718373983739837,0.30842696629213484,1,0,5,22,1,1,74,2,2,3,2
0.883,0.46183529411764707,0.3148111111111111,0,0,5,22,1,1,76,3,2,3,3
0,0.4467853107344633,0.31135164835164836,1,0,5,22,1,1,77,10,2,3,4
0,0.28256097560975607,0.3079673913043478,0,0,5,22,1,1,81,9,0,3,5
0,0.3915857142857143,0.3046559139784946,1,0,5,22,1,1,86,7,1,3,6
0,0.25014444444444445,0.3014148936170213,1,0,5,22,1,1,91,4,2,3,7
0,0.3759779005524862,0.1972,0,0,6,23,1,1,2,6,0,1,1
0,0.365888,0.1896153846153846,0,0,6,23,1,1,5,2,1,1,2
1.238,0.468796511627907,0.22844444444444445,1,0,6,23,1,1,7,3,2,1,3
0.699,0.4456983240223464,0.24525,0,0,6,23,1,1,12,10,2,1,4
0,0.3860704225352113,0.23679310344827587,0,0,6,23,1,1,18,9,2,1,5
0,0.3022448979591837,0.2886402877697842,1,1,6,23,1,1,5,6,0,1,1
0.883,0.37233333333333335,0.29288571428571425,0,1,6,23,1,1,7,3,1,1,2
0,0.3823846153846154,0.2908085106382979,0,1,6,23,1,1,10,2,1,1,3
0,0.24470652173913046,0.2289,1,0,6,23,1,1,21,5,0,1,6
0,0.2959318181818182,0.22151612903225806,0,0,6,23,1,1,25,7,1,1,7
0,0.2504,0.21459375,0,0,6,23,1,1,31,4,2,1,8
0,0.34804878048780485,0.28876056338028167,0,1,6,23,1,1,14,10,0,1,4
0,0.17675,0.2867412587412587,0,1,6,23,1,1,18,4,1,1,5
1.238,0.2496086956521739,0.2933472222222222,0,1,6,23,1,1,23,7,2,1,6
0,0.3191095890410959,0.29132413793103445,0,1,6,23,1,1,25,9,2,1,7
0,0.21698979591836734,0.2080909090909091,1,0,6,23,1,1,35,8,0,1,9
0.699,0.37775274725274727,0.22252941176470586,0,0,6,23,1,1,42,6,1,2,1
0,0.36298412698412696,0.21617142857142857,0,0,6,23,1,1,45,2,1,2,2
