EVENT_WOBA,WOBA_CUMU_BAT,WOBA_CUMU_PIT,HAND_MATCH,BAT_HOME_IND,PIT_REST,DAYS_SINCE_SZN_START,IN_DIV,IN_LEAGUE,PITCH_COUNT_CUMU,FIELD_POS,OUTS_CT,ORDER_CT,BATTER_IDX
0.883,0.3145652173913044,0.2457777777777778,1,0,5,17,1,1,21,7,1,1,5
0,0.272,0.24130909090909092,1,0,5,17,1,1,23,3,1,1,6
0,0.5819565217391304,0.23700000000000002,1,0,5,17,1,1,26,8,2,1,7
0,0.3859111111111111,0,1,1,5,17,1,1,16,6,0,1,4
1.979,0.5001081081081081,0.39580000000000004,0,1,5,17,1,1,18,3,1,1,5
0,0.29946153846153845,0.32983333333333337,1,1,5,17,1,1,23,2,1,1,6
0,0.16214814814814815,0.28271428571428575,0,1,5,17,1,1,28,7,2,1,7
0,0.17475,0.2328421052631579,0,0,5,17,1,1,29,10,0,1,8
0,0,0.22882758620689655,0,0,5,17,1,1,34,2,1,1,9
1.979,0.5549583333333333,0.25849152542372883,0,0,5,17,1,1,39,4,2,2,1
0,0.3689090909090909,0.2541833333333333,1,0,5,17,1,1,42,6,2,2,2
0.883,0.3620888888888889,0.35775,0,1,5,17,1,1,32,8,0,1,8
0,0.43108108108108106,0.318,0,1,5,17,1,1,39,9,0,2,1
0,0.21419230769230768,0.2862,0,1,5,17,1,1,42,5,0,2,2
0,0.2531176470588235,0.2601818181818182,1,1,5,17,1,1,47,10,1,2,3
0,0.31168,0.25001639344262294,0,0,5,17,1,1,46,5,0,2,3
1.238,0.24404761904761904,0.26595161290322583,1,0,5,17,1,1,53,9,1,2,4
0,0.30145833333333333,0.26173015873015876,1,0,5,17,1,1,59,7,1,2,5
0.883,0.29856521739130437,0.2714375,1,0,5,17,1,1,60,3,2,2,6
0,0.5577083333333334,0.26726153846153844,1,0,5,17,1,1,71,8,2,2,7
0,0.3775217391304348,0.23850000000000002,1,1,5,17,1,1,53,6,0,2,4
0,0.4869473684210527,0.22015384615384617,0,1,5,17,1,1,57,3,1,2,5
0,0.291975,0.20442857142857143,1,1,5,17,1,1,61,2,2,2,6
0,0.16130769230769232,0.26321212121212123,0,0,5,17,1,1,75,10,0,2,8
0,0,0.2592835820895522,0,0,5,17,1,1,79,2,1,2,9
0,0.53276,0.2554705882352941,0,0,5,17,1,1,80,4,2,3,1
0,0.15635714285714286,0.1908,0,1,5,17,1,1,67,7,0,2,7
0,0.3542173913043478,0.178875,0,1,5,17,1,1,72,8,1,2,8
0,0.22075,0.1683529411764706,0,1,5,17,1,1,73,4,2,2,9
1.979,0.5030833333333333,0.28044927536231884,1,0,5,17,1,1,81,6,0,3,2
0,0.2996923076923077,0.27644285714285716,0,0,5,17,1,1,82,5,0,3,3
0,0.23295454545454544,0.27254929577464787,1,0,5,17,1,1,86,9,1,3,4
0.883,0.32472,0.2810277777777778,1,0,5,17,1,1,90,7,2,3,5
0,0.286125,0.27717808219178086,1,0,5,17,1,1,95,3,2,3,6
0,0.41973684210526313,0.159,0,1,5,17,1,1,80,9,0,3,1
1.979,0.24749056603773587,0.2547894736842105,0,1,5,17,1,1,81,5,1,3,2
0,0.24824999999999997,0.24205000000000002,1,1,5,17,1,1,85,10,1,3,3
0,0.36948936170212765,0.23052380952380952,1,1,5,17,1,1,89,6,2,3,4
0,0.3495,0.42468181818181816,0,0,2,18,1,1,4,7,0,1,1
1.238,0.47234615384615386,0.46004347826086955,0,0,2,18,1,1,5,4,1,1,2
0,0.23914285714285713,0.44087499999999996,1,0,2,18,1,1,11,10,1,1,3
0.699,0.2636,0.4512,0,0,2,18,1,1,18,3,2,1,4
0,0.286625,0.4338461538461538,0,0,2,18,1,1,19,6,2,1,5
0,0.38832432432432434,0.20044827586206895,0,1,5,18,1,1,1,9,0,1,1
0.883,0.42082499999999995,0.22319999999999998,1,1,5,18,1,1,3,7,1,1,2
0.699,0.252,0.23854838709677417,0,1,5,18,1,1,9,10,1,1,3
1.238,0.3939387755102041,0.26978125,0,1,5,18,1,1,11,6,1,1,4
0,0.08788888888888888,0.26160606060606056,0,1,5,18,1,1,14,3,1,1,5
0.883,0.35500000000000004,0.27988235294117647,0,1,5,18,1,1,19,2,2,1,6
0,0.32007142857142856,0.2718857142857143,0,1,5,18,1,1,22,4,2,1,7
0,0.3466808510638298,0.2643333333333333,1,1,5,18,1,1,24,8,0,1,8
0,0.29433333333333334,0.2571891891891892,1,1,5,18,1,1,29,5,1,1,9
0,0.3781052631578947,0.25042105263157893,0,1,5,18,1,1,33,9,2,2,1
0,0.4105609756097561,0.244,1,1,5,18,1,1,37,7,0,2,2
1.979,0.2834,0.287375,0,1,5,18,1,1,44,10,1,2,3
0,0.38606,0.28036585365853656,0,1,5,18,1,1,49,6,1,2,4
0,0.08326315789473683,0.27369047619047615,0,1,5,18,1,1,55,3,2,2,5
0,0.3296428571428572,0.26732558139534884,0,1,5,18,1,1,59,2,0,2,6
0,0.3126279069767442,0.26125,0,1,5,18,1,1,60,4,1,2,7
0,0.33945833333333336,0.2554444444444444,1,1,5,18,1,1,64,8,2,2,8
0.883,0.37842857142857145,0.26908695652173914,1,1,5,18,1,1,67,5,0,2,9
0,0.36841025641025643,0.2633617021276596,0,1,5,18,1,1,71,9,0,3,1
0.699,0.4174285714285714,0.2724375,1,1,5,18,1,1,81,7,1,3,2
1.979,0.4817058823529412,0.3255102040816326,0,0,6,19,1,1,6,4,0,1,1
0,0.23729999999999998,0.319,0,0,6,19,1,1,8,5,0,1,2
0,0.52725,0.3127450980392157,1,0,6,19,1,1,13,7,1,1,3
0,0.27388888888888885,0.3067307692307692,0,0,6,19,1,1,18,10,2,1,4
0.883,0.19866666666666666,0.4415,0,1,1,19,1,1,2,7,0,1,1
0,0.3896,0.37842857142857145,0,1,1,19,1,1,5,9,0,1,2
0,0.1852105263157895,0.3009433962264151,0,0,6,19,1,1,22,9,0,1,5
0,0.2812,0.29537037037037034,1,0,6,19,1,1,27,3,1,1,6
0.699,0.3026666666666667,0.30270909090909093,0,0,6,19,1,1,33,6,2,1,7
0,0.29172413793103447,0.29730357142857144,0,0,6,19,1,1,34,8,2,1,8
0,0.0436875,0.2920877192982456,0,0,6,19,1,1,39,2,0,1,9
1.238,0.5237222222222222,0.30839655172413794,0,0,6,19,1,1,43,4,1,2,1
0.883,0.26804761904761903,0.31813559322033896,0,0,6,19,1,1,49,5,1,2,2
0,0.4686666666666667,0.31283333333333335,1,0,6,19,1,1,56,7,1,2,3
0,0.2465,0.3077049180327869,0,0,6,19,1,1,59,10,2,2,4
0,0.17595,0.30274193548387096,0,0,6,19,1,1,60,9,0,2,5
0,0.263625,0.29793650793650794,1,0,6,19,1,1,63,3,1,2,6
0,0.29056,0.29328125,0,0,6,19,1,1,68,6,2,2,7
0,0.282,0.2887692307692308,0,0,6,19,1,1,71,8,0,2,8
0,0.04111764705882353,0.28439393939393937,0,0,6,19,1,1,75,2,1,2,9
0,0.4961578947368421,0.28014925373134325,0,0,6,19,1,1,81,4,2,3,1
0,0.25586363636363635,0.27602941176470586,0,0,6,19,1,1,85,5,0,3,2
0,0.4218,0.27202898550724636,1,0,6,19,1,1,90,7,1,3,3
0.699,0.28763636363636363,0.27812857142857145,0,0,6,19,1,1,94,10,2,3,4
0,0.3782307692307692,0.29138775510204085,0,0,4,20,1,1,5,10,0,1,1
0.883,0.4441470588235294,0.30322,0,0,4,20,1,1,8,9,1,1,2
0.883,0.32376,0.31458823529411767,1,0,4,20,1,1,9,5,1,1,3
0.699,0.24584999999999999,0.3219807692307692,0,0,4,20,1,1,15,3,1,1,4
0,0.3233684210526316,0.31590566037735845,0,0,4,20,1,1,16,4,1,1,5
0,0.2673333333333333,0.31005555555555553,0,0,4,20,1,1,18,7,2,1,6
0.883,0.3631190476190476,0.3056875,0,1,5,20,1,1,10,9,0,1,1
0,0.23849090909090911,0.2964242424242424,1,1,5,20,1,1,12,5,0,1,2
0,0.28653968253968254,0.2877058823529412,0,1,5,20,1,1,14,10,2,1,3
1.979,0.3616428571428571,0.34040000000000004,1,0,4,20,1,1,20,6,0,1,7
0,0.2647272727272727,0.3343214285714286,0,0,4,20,1,1,26,8,0,1,8
0,0.25894117647058823,0.3284561403508772,0,0,4,20,1,1,31,2,1,1,9
0.883,0.41428571428571426,0.33801724137931033,0,0,4,20,1,1,35,10,2,2,1
1.979,0.48799999999999993,0.36583050847457627,0,0,4,20,1,1,36,9,2,2,2
0,0.3113076923076923,0.35973333333333335,1,0,4,20,1,1,40,5,2,2,3
0,0.3328103448275862,0.2794857142857143,0,1,5,20,1,1,15,6,0,1,4
0,0.2897021276595745,0.2717222222222222,0,1,5,20,1,1,21,2,1,1,5
0.883,0.22755555555555557,0.28824324324324324,0,1,5,20,1,1,24,3,2,1,6
0,0.37581632653061225,0.2806578947368421,1,1,5,20,1,1,34,7,2,1,7
1.238,0.2930952380952381,0.3741311475409836,0,0,4,20,1,1,45,3,0,2,4
0,0.30720000000000003,0.36809677419354836,0,0,4,20,1,1,48,4,0,2,5
1.979,0.3176764705882353,0.39366666666666666,0,0,4,20,1,1,49,7,1,2,6
0,0.34917241379310343,0.387515625,1,0,4,20,1,1,52,6,1,2,7
0.883,0.2916086956521739,0.39513846153846155,0,0,4,20,1,1,54,8,2,2,8
0,0.24455555555555555,0.3891515151515152,0,0,4,20,1,1,58,2,2,2,9
0,0.3180925925925926,0.2734615384615385,1,1,5,20,1,1,40,8,0,1,8
0,0.29873333333333335,0.266625,0,1,5,20,1,1,41,4,1,1,9
0.883,0.3752093023255814,0.2816585365853659,0,1,5,20,1,1,45,9,2,2,1
0.699,0.43326666666666663,0.39377611940298507,0,0,4,20,1,1,64,10,0,3,1
1.238,0.5088333333333334,0.4061911764705882,0,0,4,20,1,1,68,9,0,3,2
0.883,0.3324814814814815,0.41310144927536235,1,0,4,20,1,1,74,5,0,3,3
0,0.23423214285714286,0.27495238095238095,1,1,5,20,1,1,47,5,0,2,2
0,0.2820625,0.2685581395348837,0,1,5,20,1,1,50,10,1,2,3
0.883,0.342135593220339,0.2825227272727273,0,1,5,20,1,1,55,6,1,2,4
0,0.2836666666666667,0.27624444444444446,0,1,5,20,1,1,59,2,1,2,5
0,0.21942857142857145,0.27023913043478265,0,1,5,20,1,1,64,3,2,2,6
0,0.36829999999999996,0.26448936170212767,1,1,5,20,1,1,67,7,0,2,7
0,0.3123090909090909,0.2589791666666667,1,1,5,20,1,1,71,8,1,2,8
0,0.2922391304347826,0.2536938775510204,0,1,5,20,1,1,74,4,2,2,9
0.699,0.5063,0.699,0,0,6,21,1,1,4,5,0,1,1
0,0.26366666666666666,0.3495,0,0,6,21,1,1,9,3,0,1,2
0.883,0.35810000000000003,0.5273333333333333,0,0,6,21,1,1,10,10,0,1,3
0,0.19820833333333332,0.39549999999999996,0,0,6,21,1,1,15,9,0,1,4
0,0.46969230769230774,0.31639999999999996,1,0,6,21,1,1,19,4,1,1,5
0.883,0.34403125,0.41083333333333333,0,0,6,21,1,1,20,6,2,1,6
0,0.3206363636363636,0.35214285714285715,0,0,6,21,1,1,22,8,2,1,7
1.238,0.3874716981132076,0.312047619047619,0,1,5,21,1,1,3,7,0,1,1
0.883,0.2413793103448276,0.32532558139534884,0,1,5,21,1,1,7,5,0,1,2
0.699,0.3094029850746269,0.33381818181818185,1,1,5,21,1,1,12,10,0,1,3
0,0.4820681818181818,0.3264,0,1,5,21,1,1,19,3,0,1,4
0,0.38085106382978723,0.31930434782608696,1,1,5,21,1,1,23,9,1,1,5
1.238,0.4481764705882353,0.33885106382978725,1,1,5,21,1,1,25,2,2,1,6
0.883,0.5298,0.35018750000000004,1,1,5,21,1,1,29,4,2,1,7
0,0.3113793103448276,0.3430408163265306,0,1,5,21,1,1,30,8,2,1,8
0,0.2919189189189189,0.308125,1,0,6,21,1,1,28,7,0,1,8
0,0.06989999999999999,0.27388888888888885,0,0,6,21,1,1,34,2,1,1,9
0.699,0.5154761904761904,0.31639999999999996,0,0,6,21,1,1,38,5,2,2,1
0,0.24338461538461537,0.28763636363636363,0,0,6,21,1,1,51,3,2,2,2
0,0.29236734693877553,0.33618000000000003,1,1,5,21,1,1,33,6,0,1,9
0,0.3802962962962963,0.3295882352941177,0,1,5,21,1,1,35,7,1,2,1
0,0.23728813559322035,0.32325000000000004,0,1,5,21,1,1,44,5,2,2,2
0.699,0.3690967741935484,0.3219166666666667,0,0,6,21,1,1,57,10,0,2,3
1.979,0.26944,0.4493846153846154,0,0,6,21,1,1,63,9,0,2,4
1.979,0.507425,0.5586428571428571,1,0,6,21,1,1,67,4,0,2,5
1.238,0.37112121212121213,0.6039333333333333,0,0,6,21,1,1,71,6,0,2,6
0.883,0.3371764705882353,0.621375,0,0,6,21,1,1,73,8,0,2,7
0.883,0.30747368421052634,0.6367647058823529,1,0,6,21,1,1,77,7,0,2,8
0.699,0.3151323529411765,0.3303396226415094,1,1,5,21,1,1,49,10,0,2,3
0.883,0.4909777777777778,0.34057407407407403,0,1,5,21,1,1,54,3,0,2,4
0,0.3729166666666666,0.33438181818181817,1,1,5,21,1,1,58,9,0,2,5
0,0.42327777777777775,0.3284107142857143,1,1,5,21,1,1,64,2,1,2,6
1.238,0.5740625,0.3443684210526316,1,1,5,21,1,1,67,4,2,2,7
0,0.30610169491525424,0.33843103448275863,0,1,5,21,1,1,68,8,2,2,8
1.238,0.31128,0.35367796610169494,1,1,5,21,1,1,75,6,0,2,9
0,0.3733818181818182,0.34778333333333333,0,1,5,21,1,1,78,7,0,3,1
0,0.23333333333333334,0.3420819672131148,0,1,5,21,1,1,82,5,1,3,2
1.238,0.3285072463768116,0.35653225806451616,1,1,5,21,1,1,83,10,2,3,3
0,0.480304347826087,0.3508730158730159,0,1,5,21,1,1,86,3,2,3,4
0,0,0.4072,1,0,6,26,0,0,5,7,0,1,1
0.728,0.728,0.4117183098591549,1,0,6,26,0,0,8,3,1,1,2
0,0,0.40599999999999997,0,0,6,26,0,0,15,9,1,1,3
0,0,0.40043835616438356,1,0,6,26,0,0,18,2,2,1,4
0,0.3661206896551724,0,0,1,6,26,0,0,6,7,0,1,1
0.883,0.23623809523809522,0.4415,0,1,6,26,0,0,12,5,1,1,2
0,0.3192535211267606,0.29433333333333334,1,1,6,26,0,0,18,10,1,1,3
0.883,0.35114999999999996,0.4415,1,1,6,26,0,0,21,6,2,1,4
0,0.47008510638297873,0.3532,0,1,6,26,0,0,24,3,2,1,5
0,0,0.395027027027027,0,0,6,26,0,0,20,6,0,1,5
0.883,0.883,0.4015333333333333,1,0,6,26,0,0,21,5,1,1,6
0,0,0.39625,0,0,6,26,0,0,31,10,1,1,7
0,0,0.39110389610389606,1,0,6,26,0,0,37,4,2,1,8
0.699,0.39548076923076925,0.41083333333333333,1,1,6,26,0,0,31,9,0,1,6
0,0.2601515151515152,0.35214285714285715,1,1,6,26,0,0,36,4,0,1,7
0,0.1766,0.308125,0,1,6,26,0,0,40,8,1,1,8
0,0.3864545454545455,0.27388888888888885,1,1,6,26,0,0,43,2,2,1,9
0,0,0.3860897435897436,1,0,6,26,0,0,43,8,0,1,9
0.883,0.4415,0.3923797468354431,1,0,6,26,0,0,46,7,1,2,1
0,0.364,0.387475,1,0,6,26,0,0,52,3,1,2,2
0,0,0.3826913580246914,0,0,6,26,0,0,55,9,2,2,3
1.238,0.38089830508474576,0.37029999999999996,0,1,6,26,0,0,48,7,0,2,1
1.238,0.251890625,0.4491818181818182,0,1,6,26,0,0,51,5,0,2,2
1.238,0.3320138888888889,0.5149166666666667,1,1,6,26,0,0,53,10,0,2,3
0,0.3453934426229508,0.4753076923076923,1,1,6,26,0,0,62,6,0,2,4
0.699,0.47485416666666663,0.49128571428571427,0,1,6,26,0,0,67,3,1,2,5
0,0.38801886792452833,0.45853333333333335,1,1,6,26,0,0,72,9,1,2,6
0,0,0.37802439024390244,1,0,6,26,0,0,60,2,0,2,4
1.238,0.619,0.38838554216867466,0,0,6,26,0,0,66,6,1,2,5
0.699,0.7909999999999999,0.39208333333333334,1,0,6,26,0,0,73,5,1,2,6
0.883,0.4415,0.39785882352941176,0,0,6,26,0,0,79,10,1,2,7
0,0,0.39323255813953484,1,0,6,26,0,0,81,4,1,2,8
0,0,0.3887126436781609,1,0,6,26,0,0,87,8,2,2,9
0,0.2525,0.429875,1,1,6,26,0,0,75,4,0,2,7
0,0.16054545454545455,0.40458823529411764,0,1,6,26,0,0,79,8,1,2,8
0,0.3696521739130435,0.3821111111111111,1,1,6,26,0,0,81,2,2,2,9
0.699,0.3862,0.3987894736842105,0,1,6,26,0,0,86,7,0,3,1
1.238,0.5006666666666667,0.6701666666666667,0,0,6,27,0,0,2,10,0,1,1
0.699,0.6841666666666667,0.6716842105263158,0,0,6,27,0,0,6,3,0,1,2
0.699,0.5935,0.67305,1,0,6,27,0,0,10,9,0,1,3
0,0.17685714285714285,0.641,0,0,6,27,0,0,13,2,0,1,4
0.883,1.025,0.652,0,0,6,27,0,0,18,4,1,1,5
0,0.4748333333333334,0.6236521739130435,1,0,6,27,0,0,22,6,1,1,6
0,0.5273333333333333,0.5976666666666667,0,0,6,27,0,0,29,5,2,1,7
0,0.3678095238095238,0,0,1,6,27,0,0,6,7,0,1,1
0.699,0.3885438596491228,0.3495,1,1,6,27,0,0,12,9,1,1,2
0,0.2500588235294118,0.23299999999999998,0,1,6,27,0,0,20,5,2,1,3
0,0,0.5737599999999999,0,0,6,27,0,0,35,8,0,1,8
0,0,0.5516923076923077,0,0,6,27,0,0,41,7,1,1,9
0,0.42914285714285716,0.5312592592592592,0,0,6,27,0,0,44,10,2,2,1
0.699,0.353921875,0.3495,1,1,6,27,0,0,26,10,0,1,4
0.883,0.5058235294117647,0.45619999999999994,0,1,6,27,0,0,28,3,0,1,5
0,0.26698039215686276,0.3801666666666666,1,1,6,27,0,0,34,2,0,1,6
0.699,0.3025645161290323,0.4257142857142857,0,1,6,27,0,0,43,8,2,1,7
0,0.12614285714285714,0.3725,0,1,6,27,0,0,49,6,2,1,8
0.699,0.6862857142857143,0.53725,0,0,6,27,0,0,49,3,0,2,2
0,0.5087142857142857,0.5187241379310344,1,0,6,27,0,0,53,9,0,2,3
0.699,0.24212499999999998,0.5247333333333333,0,0,6,27,0,0,58,2,1,2,4
0,0.82,0.5078064516129032,0,0,6,27,0,0,62,4,1,2,5
0,0.40700000000000003,0.49193749999999997,1,0,6,27,0,0,63,6,2,2,6
0,0.3240925925925926,0.33111111111111113,1,1,6,27,0,0,50,4,0,1,9
0,0.3620625,0.298,0,1,6,27,0,0,55,7,1,2,1
1.238,0.40318965517241384,0.38345454545454544,1,1,6,27,0,0,56,9,2,2,2
1.979,0.27511594202898554,0.5164166666666666,0,1,6,27,0,0,58,5,2,2,3
0,0.3484769230769231,0.4766923076923077,1,1,6,27,0,0,62,10,2,2,4
0,0.45199999999999996,0.477030303030303,0,0,6,27,0,0,67,5,0,2,7
0,0,0.46299999999999997,0,0,6,27,0,0,68,8,0,2,8
0,0,0.44977142857142854,0,0,6,27,0,0,73,7,1,2,9
0.699,0.5095384615384615,0.49257142857142855,0,1,6,27,0,0,67,3,0,2,5
0.883,0.2788269230769231,0.5186,1,1,6,27,0,0,68,2,0,2,6
0,0.2977619047619048,0.4861875,0,1,6,27,0,0,70,8,0,2,7
0,0.11773333333333333,0.45758823529411763,0,1,6,27,0,0,74,6,1,2,8
0,0.31820000000000004,0.43216666666666664,1,1,6,27,0,0,76,4,0,2,9
1.238,0.37553846153846154,0.47457894736842104,0,1,6,27,0,0,79,7,1,3,1
0,0.3963559322033899,0.45085,1,1,6,27,0,0,82,9,1,3,2
0,0.5317333333333333,0.2742112676056338,0,0,6,36,0,0,6,6,0,1,1
0,0.5072,0.27040277777777777,1,0,6,36,0,0,9,10,1,1,2
0,0.12614285714285714,0.2666986301369863,0,0,6,36,0,0,13,3,2,1,3
0,0.3747611940298507,0.3564838709677419,0,1,6,36,0,0,6,7,0,1,1
0,0.2931111111111111,0.34534375,0,1,6,36,0,0,9,5,1,1,2
0,0.32746575342465756,0.3348787878787879,1,1,6,36,0,0,10,10,2,1,3
0,0.284,0.2630945945945946,1,0,6,36,0,0,16,5,0,1,4
0,0.2685,0.2595866666666667,0,0,6,36,0,0,19,2,1,1,5
0,0.3004,0.25617105263157897,1,0,6,36,0,0,21,9,2,1,6
0.883,0.34608823529411764,0.35100000000000003,1,1,6,36,0,0,12,6,0,1,4
0.883,0.5203090909090909,0.3662,0,1,6,36,0,0,17,3,0,1,5
0,0.27632727272727275,0.3560277777777778,1,1,6,36,0,0,21,2,0,1,6
0,0.37717741935483873,0.34640540540540543,1,1,6,36,0,0,24,9,1,1,7
0.883,0.6386000000000001,0.26431168831168833,0,0,6,36,0,0,27,4,0,1,7
0,0.12614285714285714,0.2609230769230769,0,0,6,36,0,0,32,7,0,1,8
1.238,0.4548571428571429,0.27329113924050635,0,0,6,36,0,0,36,8,1,1,9
1.238,0.575875,0.28535,0,0,6,36,0,0,39,6,1,2,1
1.979,0.5991875,0.30625925925925923,1,0,6,36,0,0,43,10,1,2,2
1.979,0.35775,0.32665853658536587,0,0,6,36,0,0,48,3,1,2,3
0,0.26625,0.3227228915662651,1,0,6,36,0,0,52,5,1,2,4
1.238,0.40700000000000003,0.33361904761904765,0,0,6,36,0,0,57,2,2,2,5
0,0.2730909090909091,0.32969411764705886,1,0,6,36,0,0,61,9,2,2,6
0,0.30298484848484847,0.33728947368421053,0,1,6,36,0,0,32,8,0,1,8
0,0.30174137931034484,0.32864102564102565,1,1,6,36,0,0,37,4,1,1,9
0.883,0.38223529411764706,0.3425,0,1,6,36,0,0,43,7,2,2,1
1.238,0.3060547945205479,0.36434146341463414,0,1,6,36,0,0,49,5,2,2,2
0,0.32304054054054054,0.3556666666666667,1,1,6,36,0,0,55,10,2,2,3
0,0.5321666666666667,0.3258604651162791,0,0,6,36,0,0,66,4,0,2,7
0,0.110375,0.3221149425287356,0,0,6,36,0,0,72,7,1,2,8
0.883,0.48339999999999994,0.32848863636363634,0,0,6,36,0,0,76,8,2,2,9
0.883,0.5939411764705882,0.3347191011235955,0,0,6,36,0,0,78,6,2,3,1
0,0.34107246376811595,0.3473953488372093,1,1,6,36,0,0,58,6,0,2,4
0,0.5110178571428572,0.3395,0,1,6,36,0,0,62,3,1,2,5
0.883,0.28716071428571427,0.35157777777777777,1,1,6,36,0,0,64,2,2,2,6
0,0.37119047619047624,0.34393478260869564,1,1,6,36,0,0,74,9,2,2,7
0,0.2984626865671642,0.33661702127659576,0,1,6,36,0,0,77,8,0,2,8
0.883,0.31159322033898307,0.34800000000000003,1,1,6,36,0,0,78,4,1,2,9
0,0.37669565217391304,0.3408979591836735,0,1,6,36,0,0,87,7,1,3,1
0,0.3019189189189189,0.33408,0,1,6,36,0,0,92,5,2,3,2
0,0.31873333333333337,0.3275294117647059,1,1,6,36,0,0,95,10,0,3,3
0,0.3362,0.32123076923076926,1,1,6,36,0,0,99,6,1,3,4
0,0.5020526315789474,0.3151698113207547,0,1,6,36,0,0,100,3,2,3,5
1.238,0.62865,1.238,1,0,6,37,0,0,2,6,0,1,1
0,0.47935,0.619,0,0,6,37,0,0,5,7,0,1,2
0.699,0.40399999999999997,0.6456666666666666,1,0,6,37,0,0,16,10,1,1,3
0,0.25715,0.48424999999999996,1,0,6,37,0,0,21,5,1,1,4
0,0.24686666666666665,0.38739999999999997,0,0,6,37,0,0,24,9,2,1,5
0.883,0.3732638888888889,0.883,0,1,6,37,0,0,6,7,0,1,1
0,0.2939736842105263,0.4415,0,1,6,37,0,0,13,5,0,1,2
1.238,0.32653246753246756,0.707,1,1,6,37,0,0,18,10,1,1,3
1.979,0.3593380281690141,1.025,1,1,6,37,0,0,19,6,1,1,4
0,0.49339655172413793,0.82,0,1,6,37,0,0,22,3,1,1,5
0,0.2725593220338983,0.6833333333333332,1,1,6,37,0,0,23,2,2,1,6
0,0.4028181818181818,0.3228333333333333,1,0,6,37,0,0,28,2,0,1,6
0,0.23566666666666666,0.2767142857142857,0,0,6,37,0,0,31,4,1,1,7
0.883,0.265125,0.3525,0,0,6,37,0,0,35,3,2,1,8
0,0.4518888888888889,0.3133333333333333,1,0,6,37,0,0,41,8,2,1,9
1.558,0.3913030303030303,0.8082857142857144,1,1,6,37,0,0,24,9,0,1,7
0,0.29828571428571427,0.70725,0,1,6,37,0,0,28,8,0,1,8
0.883,0.2491578947368421,0.7267777777777779,1,1,6,37,0,0,30,4,1,1,9
0,0.3681506849315068,0.6541,0,1,6,37,0,0,31,7,1,2,1
1.238,0.6576666666666666,0.4058,1,0,6,37,0,0,47,6,0,2,1
0.883,0.4985714285714286,0.4491818181818182,0,0,6,37,0,0,53,7,0,2,2
0.883,0.4439166666666667,0.48533333333333334,1,0,6,37,0,0,55,10,0,2,3
0.699,0.27819047619047615,0.5017692307692307,1,0,6,37,0,0,65,5,0,2,4
0.883,0.286625,0.529,0,0,6,37,0,0,70,9,0,2,5
0,0.36925,0.4937333333333333,1,0,6,37,0,0,75,2,0,2,6
0,0.29015584415584417,0.5946363636363636,0,1,6,37,0,0,37,5,0,2,2
0,0.32234615384615384,0.5450833333333334,1,1,6,37,0,0,42,10,1,2,3
0,0.35434722222222226,0.5031538461538462,1,1,6,37,0,0,48,6,2,2,4
0,0.48503389830508475,0.46721428571428575,0,1,6,37,0,0,50,3,0,2,5
0,0.2680166666666667,0.4360666666666667,1,1,6,37,0,0,52,2,1,2,6
1.979,0.415,0.5325,1,1,6,37,0,0,54,9,2,2,7
0,0.29408450704225353,0.5011764705882352,0,1,6,37,0,0,58,8,2,2,8
0,0.24276923076923076,0.47333333333333333,1,1,6,37,0,0,64,4,0,2,9
0.883,0.3751081081081081,0.4948947368421053,0,1,6,37,0,0,70,7,1,3,1
0,0.2864358974358974,0.47015,0,1,6,37,0,0,78,5,1,3,2
0,0.31826582278481014,0.4477619047619048,1,1,6,37,0,0,83,10,2,3,3
1.238,0.3664520547945206,0.48368181818181816,1,1,6,37,0,0,85,6,0,3,4
0.883,0.69372,0.39432954545454546,1,0,6,38,0,0,4,6,0,1,1
0,0.4188,0.3898988764044944,0,0,6,38,0,0,9,7,0,1,2
0,0.2896,0.38556666666666667,1,0,6,38,0,0,13,10,1,1,3
0,0.2706923076923077,0.38132967032967036,0,0,6,38,0,0,18,3,2,1,4
0,0.36523684210526314,0,0,1,6,38,0,0,4,7,0,1,1
0.699,0.2880125,0.3495,0,1,6,38,0,0,14,5,1,1,2
0,0.3104074074074074,0.23299999999999998,1,1,6,38,0,0,17,10,1,1,3
1.979,0.39483999999999997,0.6695,1,1,6,38,0,0,19,6,2,1,4
1.238,0.42091304347826086,0.7832,1,1,6,38,0,0,26,9,2,1,5
0.883,0.413,0.7998333333333334,1,1,6,38,0,0,30,2,2,1,6
0,0.286027397260274,0.6855714285714286,0,1,6,38,0,0,35,8,2,1,7
0,0.4087777777777778,0.37718478260869565,1,0,6,38,0,0,20,2,0,1,5
0,0.2293,0.37312903225806454,0,0,6,38,0,0,25,9,1,1,6
0.728,0.5363636363636364,0.37690425531914895,1,0,6,38,0,0,26,5,2,1,7
0,0.17675,0.3729368421052632,0,0,6,38,0,0,27,4,2,1,8
0,0,0.599875,1,1,6,38,0,0,41,3,0,1,8
0,0.31648387096774194,0.5332222222222223,1,1,6,38,0,0,44,4,1,1,9
1.238,0.37657142857142856,0.6037,0,1,6,38,0,0,46,7,2,2,1
1.979,0.3088888888888889,0.7287272727272728,0,1,6,38,0,0,50,5,2,2,2
1.238,0.32171951219512196,0.7711666666666667,1,1,6,38,0,0,55,10,2,2,3
0,0.38964473684210527,0.7118461538461538,1,1,6,38,0,0,60,6,2,2,4
0.883,0.4098636363636363,0.37825,1,0,6,38,0,0,29,8,0,1,9
