k,c,pc,alpha_line
5,2B,121,-0.9950854075453064
5,2B,122,-0.9929747977541181
5,2B,123,-0.9908641879629299
5,2B,124,-0.9887535781717416
5,2B,125,-0.9866429683805533
5,2B,126,-0.984532358589365
5,2B,127,-0.9824217487981768
5,2B,128,-0.9803111390069885
5,2B,129,-0.9782005292158003
5,2B,130,-0.976089919424612
5,2B,131,-0.9739793096334237
5,2B,132,-0.9718686998422355
5,2B,133,-0.9697580900510472
5,2B,134,-0.9676474802598589
5,2B,135,-0.9655368704686706
5,2B,136,-0.9634262606774824
5,2B,137,-0.9613156508862941
5,2B,138,-0.9592050410951058
5,2B,139,-0.9570944313039176
5,2B,140,-0.9549838215127294
5,2B,141,-0.9528732117215412
5,2B,142,-0.9507626019303529
5,2B,143,-0.9486519921391646
5,2B,144,-0.9465413823479764
5,2B,145,-0.9444307725567881
5,2B,146,-0.9423201627655998
5,2B,147,-0.9402095529744116
5,2B,148,-0.9380989431832233
5,2B,149,-0.9359883333920351
5,2B,150,-0.9338777236008469
5,2B,151,-0.9317671138096586
5,2B,152,-0.9296565040184703
5,2B,153,-0.9275458942272821
5,2B,154,-0.9254352844360938
5,2B,155,-0.9233246746449055
5,2B,156,-0.9212140648537173
5,2B,157,-0.919103455062529
5,2B,158,-0.9169928452713407
5,2B,159,-0.9148822354801525
5,2B,160,-0.9127716256889642
5,2B,161,-0.9106610158977759
5,2B,162,-0.9085504061065877
5,2B,163,-0.9064397963153994
5,2B,164,-0.9043291865242111
5,2B,165,-0.9022185767330229
5,2B,166,-0.9001079669418346
5,2B,167,-0.8979973571506463
5,2B,168,-0.8958867473594581
5,2B,169,-0.8937761375682698
5,2B,170,-0.8916655277770815
5,2B,171,-0.8895549179858933
5,2B,172,-0.8874443081947051
5,2B,173,-0.8853336984035168
5,2B,174,-0.8832230886123286
5,2B,175,-0.8811124788211403
5,2B,176,-0.879001869029952
5,2B,177,-0.8768912592387638
5,2B,178,-0.8747806494475755
5,2B,179,-0.8726700396563872
5,2B,180,-0.870559429865199
5,2B,181,-0.8684488200740108
5,2B,182,-0.8663382102828225
5,2B,183,-0.8642276004916343
5,2B,184,-0.862116990700446
5,2B,185,-0.8600063809092577
5,2B,186,-0.8578957711180695
5,2B,187,-0.8557851613268812
5,2B,188,-0.8536745515356929
5,2B,189,-0.8515639417445047
5,2B,190,-0.8494533319533164
5,2B,191,-0.8473427221621281
5,2B,192,-0.8452321123709399
5,2B,193,-0.8431215025797516
5,2B,194,-0.8410108927885633
5,2B,195,-0.8389002829973751
5,2B,196,-0.8367896732061868
5,2B,197,-0.8346790634149985
5,2B,198,-0.8325684536238103
5,2B,199,-0.830457843832622
5,2B,200,-0.8283472340414337
6,3B,1,-3.4368320271728914
6,3B,2,-3.4331024292824983
6,3B,3,-3.4293728313921057
6,3B,4,-3.425643233501713
6,3B,5,-3.4219136356113204
6,3B,6,-3.4181840377209274
6,3B,7,-3.4144544398305348
6,3B,8,-3.410724841940142
6,3B,9,-3.4069952440497495
6,3B,10,-3.4032656461593565
6,3B,11,-3.399536048268964
6,3B,12,-3.395806450378571
6,3B,13,-3.3920768524881786
6,3B,14,-3.3883472545977855
6,3B,15,-3.384617656707393
6,3B,16,-3.3808880588170003
6,3B,17,-3.377158460926607
6,3B,18,-3.3734288630362146
6,3B,19,-3.369699265145822
6,3B,20,-3.3659696672554293
6,3B,21,-3.3622400693650363
6,3B,22,-3.3585104714746437
6,3B,23,-3.354780873584251
6,3B,24,-3.3510512756938584
6,3B,25,-3.3473216778034653
6,3B,26,-3.3435920799130727
6,3B,27,-3.33986248202268
6,3B,28,-3.3361328841322875
6,3B,29,-3.3324032862418944
6,3B,30,-3.328673688351502
6,3B,31,-3.324944090461109
6,3B,32,-3.321214492570716
6,3B,33,-3.3174848946803235
6,3B,34,-3.313755296789931
6,3B,35,-3.3100256988995382
6,3B,36,-3.306296101009145
6,3B,37,-3.3025665031187525
6,3B,38,-3.29883690522836
6,3B,39,-3.2951073073379673
6,3B,40,-3.2913777094475742
6,3B,41,-3.2876481115571816
6,3B,42,-3.283918513666789
6,3B,43,-3.2801889157763964
6,3B,44,-3.2764593178860033
6,3B,45,-3.2727297199956107
6,3B,46,-3.269000122105218
6,3B,47,-3.2652705242148254
6,3B,48,-3.2615409263244324
6,3B,49,-3.2578113284340398
6,3B,50,-3.254081730543647
6,3B,51,-3.250352132653254
6,3B,52,-3.2466225347628614
6,3B,53,-3.242892936872469
6,3B,54,-3.239163338982076
6,3B,55,-3.235433741091683
6,3B,56,-3.2317041432012905
6,3B,57,-3.227974545310898
6,3B,58,-3.2242449474205053
6,3B,59,-3.220515349530112
6,3B,60,-3.2167857516397196
6,3B,61,-3.213056153749327
6,3B,62,-3.209326555858934
6,3B,63,-3.2055969579685413
6,3B,64,-3.2018673600781486
6,3B,65,-3.198137762187756
6,3B,66,-3.194408164297363
6,3B,67,-3.1906785664069703
6,3B,68,-3.1869489685165777
6,3B,69,-3.183219370626185
6,3B,70,-3.179489772735792
6,3B,71,-3.1757601748453994
6,3B,72,-3.172030576955007
6,3B,73,-3.1683009790646137
6,3B,74,-3.164571381174221
6,3B,75,-3.1608417832838285
6,3B,76,-3.157112185393436
6,3B,77,-3.1533825875030432
6,3B,78,-3.14965298961265
6,3B,79,-3.1459233917222575
6,3B,80,-3.142193793831865
6,3B,81,-3.138464195941472
6,3B,82,-3.1347345980510792
6,3B,83,-3.1310050001606866
6,3B,84,-3.127275402270294
6,3B,85,-3.123545804379901
6,3B,86,-3.1198162064895083
6,3B,87,-3.1160866085991157
6,3B,88,-3.112357010708723
6,3B,89,-3.10862741281833
6,3B,90,-3.1048978149279374
6,3B,91,-3.1011682170375447
6,3B,92,-3.0974386191471517
6,3B,93,-3.093709021256759
6,3B,94,-3.0899794233663664
6,3B,95,-3.086249825475974
6,3B,96,-3.0825202275855808
6,3B,97,-3.078790629695188
6,3B,98,-3.0750610318047955
6,3B,99,-3.071331433914403
6,3B,100,-3.06760183602401
6,3B,101,-3.063872238133617
6,3B,102,-3.0601426402432246
6,3B,103,-3.0564130423528315
6,3B,104,-3.052683444462439
6,3B,105,-3.0489538465720463
6,3B,106,-3.0452242486816536
6,3B,107,-3.041494650791261
6,3B,108,-3.037765052900868
6,3B,109,-3.0340354550104753
6,3B,110,-3.0303058571200827
6,3B,111,-3.0265762592296896
6,3B,112,-3.022846661339297
6,3B,113,-3.0191170634489044
6,3B,114,-3.015387465558512
6,3B,115,-3.0116578676681187
6,3B,116,-3.007928269777726
6,3B,117,-3.0041986718873335
6,3B,118,-3.000469073996941
6,3B,119,-2.996739476106548
6,3B,120,-2.993009878216155
6,3B,121,-2.9892802803257625
6,3B,122,-2.9855506824353695
6,3B,123,-2.981821084544977
6,3B,124,-2.9780914866545842
6,3B,125,-2.9743618887641916
6,3B,126,-2.9706322908737985
6,3B,127,-2.966902692983406
6,3B,128,-2.9631730950930133
6,3B,129,-2.9594434972026207
6,3B,130,-2.9557138993122276
6,3B,131,-2.951984301421835
6,3B,132,-2.9482547035314424
6,3B,133,-2.9445251056410493
6,3B,134,-2.9407955077506567
6,3B,135,-2.937065909860264
6,3B,136,-2.9333363119698714
6,3B,137,-2.929606714079479
6,3B,138,-2.9258771161890857
6,3B,139,-2.922147518298693
6,3B,140,-2.9184179204083005
6,3B,141,-2.9146883225179074
6,3B,142,-2.910958724627515
6,3B,143,-2.907229126737122
6,3B,144,-2.903499528846729
6,3B,145,-2.8997699309563365
6,3B,146,-2.896040333065944
6,3B,147,-2.8923107351755513
6,3B,148,-2.8885811372851586
6,3B,149,-2.8848515393947656
6,3B,150,-2.881121941504373
6,3B,151,-2.8773923436139803
6,3B,152,-2.8736627457235873
6,3B,153,-2.8699331478331946
6,3B,154,-2.866203549942802
6,3B,155,-2.8624739520524094
6,3B,156,-2.8587443541620168
6,3B,157,-2.8550147562716237
6,3B,158,-2.851285158381231
6,3B,159,-2.8475555604908385
6,3B,160,-2.8438259626004454
6,3B,161,-2.840096364710053
6,3B,162,-2.83636676681966
6,3B,163,-2.832637168929267
6,3B,164,-2.8289075710388745
6,3B,165,-2.825177973148482
6,3B,166,-2.8214483752580892
6,3B,167,-2.8177187773676966
6,3B,168,-2.8139891794773035
6,3B,169,-2.810259581586911
6,3B,170,-2.8065299836965183
6,3B,171,-2.8028003858061252
6,3B,172,-2.7990707879157326
6,3B,173,-2.79534119002534
6,3B,174,-2.791611592134947
6,3B,175,-2.7878819942445543
6,3B,176,-2.7841523963541617
6,3B,177,-2.780422798463769
6,3B,178,-2.7766932005733764
6,3B,179,-2.7729636026829834
6,3B,180,-2.7692340047925907
6,3B,181,-2.765504406902198
6,3B,182,-2.761774809011805
6,3B,183,-2.7580452111214124
6,3B,184,-2.75431561323102
6,3B,185,-2.750586015340627
6,3B,186,-2.7468564174502346
6,3B,187,-2.7431268195598415
6,3B,188,-2.739397221669449
6,3B,189,-2.7356676237790563
6,3B,190,-2.731938025888663
6,3B,191,-2.7282084279982706
6,3B,192,-2.724478830107878
6,3B,193,-2.720749232217485
6,3B,194,-2.7170196343270923
6,3B,195,-2.7132900364366996
6,3B,196,-2.709560438546307
6,3B,197,-2.7058308406559144
6,3B,198,-2.7021012427655213
6,3B,199,-2.6983716448751287
6,3B,200,-2.694642046984736
7,HR,1,-0.7024528752411949
7,HR,2,-0.6995032495625857
7,HR,3,-0.6965536238839763
7,HR,4,-0.693603998205367
7,HR,5,-0.6906543725267577
7,HR,6,-0.6877047468481484
7,HR,7,-0.6847551211695391
7,HR,8,-0.6818054954909297
7,HR,9,-0.6788558698123204
7,HR,10,-0.6759062441337111
7,HR,11,-0.6729566184551018
7,HR,12,-0.6700069927764924
7,HR,13,-0.6670573670978831
7,HR,14,-0.6641077414192739
7,HR,15,-0.6611581157406645
7,HR,16,-0.6582084900620552
7,HR,17,-0.6552588643834458
7,HR,18,-0.6523092387048366
7,HR,19,-0.6493596130262272
7,HR,20,-0.6464099873476179
7,HR,21,-0.6434603616690086
7,HR,22,-0.6405107359903993
7,HR,23,-0.63756111031179
7,HR,24,-0.6346114846331806
7,HR,25,-0.6316618589545713
7,HR,26,-0.628712233275962
7,HR,27,-0.6257626075973527
7,HR,28,-0.6228129819187433
7,HR,29,-0.619863356240134
7,HR,30,-0.6169137305615248
7,HR,31,-0.6139641048829154
7,HR,32,-0.6110144792043061
7,HR,33,-0.6080648535256967
7,HR,34,-0.6051152278470875
7,HR,35,-0.6021656021684781
7,HR,36,-0.5992159764898688
7,HR,37,-0.5962663508112594
7,HR,38,-0.5933167251326502
7,HR,39,-0.5903670994540409
7,HR,40,-0.5874174737754315
7,HR,41,-0.5844678480968222
7,HR,42,-0.5815182224182129
7,HR,43,-0.5785685967396036
7,HR,44,-0.5756189710609942
7,HR,45,-0.572669345382385
7,HR,46,-0.5697197197037757
7,HR,47,-0.5667700940251663
7,HR,48,-0.563820468346557
7,HR,49,-0.5608708426679476
7,HR,50,-0.5579212169893384
7,HR,51,-0.554971591310729
7,HR,52,-0.5520219656321197
7,HR,53,-0.5490723399535105
7,HR,54,-0.5461227142749011
7,HR,55,-0.5431730885962918
7,HR,56,-0.5402234629176824
7,HR,57,-0.5372738372390731
7,HR,58,-0.5343242115604638
7,HR,59,-0.5313745858818545
7,HR,60,-0.5284249602032451
7,HR,61,-0.5254753345246359
7,HR,62,-0.5225257088460266
7,HR,63,-0.5195760831674172
7,HR,64,-0.5166264574888079
7,HR,65,-0.5136768318101985
7,HR,66,-0.5107272061315893
7,HR,67,-0.5077775804529799
7,HR,68,-0.5048279547743706
7,HR,69,-0.5018783290957614
7,HR,70,-0.498928703417152
7,HR,71,-0.49597907773854266
7,HR,72,-0.4930294520599333
7,HR,73,-0.490079826381324
7,HR,74,-0.48713020070271473
7,HR,75,-0.4841805750241054
7,HR,76,-0.48123094934549604
7,HR,77,-0.47828132366688675
7,HR,78,-0.47533169798827746
7,HR,79,-0.4723820723096681
7,HR,80,-0.46943244663105876
7,HR,81,-0.4664828209524495
7,HR,82,-0.4635331952738402
7,HR,83,-0.46058356959523084
7,HR,84,-0.4576339439166215
7,HR,85,-0.4546843182380122
7,HR,86,-0.4517346925594029
7,HR,87,-0.44878506688079356
7,HR,88,-0.44583544120218427
7,HR,89,-0.4428858155235749
7,HR,90,-0.43993618984496563
7,HR,91,-0.4369865641663563
7,HR,92,-0.434036938487747
7,HR,93,-0.43108731280913765
7,HR,94,-0.42813768713052835
7,HR,95,-0.425188061451919
7,HR,96,-0.4222384357733097
7,HR,97,-0.41928881009470037
7,HR,98,-0.4163391844160911
7,HR,99,-0.41338955873748173
7,HR,100,-0.41043993305887244
7,HR,101,-0.4074903073802631
7,HR,102,-0.4045406817016538
7,HR,103,-0.40159105602304446
7,HR,104,-0.39864143034443517
7,HR,105,-0.3956918046658258
7,HR,106,-0.39274217898721653
7,HR,107,-0.3897925533086072
7,HR,108,-0.3868429276299979
7,HR,109,-0.38389330195138854
7,HR,110,-0.38094367627277925
7,HR,111,-0.3779940505941699
7,HR,112,-0.3750444249155606
7,HR,113,-0.37209479923695127
7,HR,114,-0.369145173558342
7,HR,115,-0.36619554787973263
7,HR,116,-0.36324592220112334
7,HR,117,-0.360296296522514
7,HR,118,-0.3573466708439047
7,HR,119,-0.35439704516529535
7,HR,120,-0.35144741948668606
7,HR,121,-0.3484977938080767
7,HR,122,-0.3455481681294674
7,HR,123,-0.3425985424508581
7,HR,124,-0.3396489167722488
7,HR,125,-0.33669929109363944
7,HR,126,-0.33374966541503015
7,HR,127,-0.3308000397364208
7,HR,128,-0.3278504140578115
7,HR,129,-0.3249007883792022
7,HR,130,-0.3219511627005929
7,HR,131,-0.3190015370219836
7,HR,132,-0.31605191134337424
7,HR,133,-0.31310228566476495
7,HR,134,-0.3101526599861556
7,HR,135,-0.3072030343075463
7,HR,136,-0.30425340862893696
7,HR,137,-0.30130378295032767
7,HR,138,-0.2983541572717183
7,HR,139,-0.29540453159310903
7,HR,140,-0.2924549059144997
7,HR,141,-0.2895052802358904
7,HR,142,-0.28655565455728105
7,HR,143,-0.28360602887867176
7,HR,144,-0.2806564032000624
7,HR,145,-0.2777067775214531
7,HR,146,-0.27475715184284377
7,HR,147,-0.2718075261642345
7,HR,148,-0.26885790048562513
7,HR,149,-0.26590827480701584
7,HR,150,-0.2629586491284065
7,HR,151,-0.2600090234497972
7,HR,152,-0.25705939777118786
7,HR,153,-0.25410977209257857
7,HR,154,-0.2511601464139692
7,HR,155,-0.24821052073535993
7,HR,156,-0.24526089505675058
7,HR,157,-0.2423112693781413
7,HR,158,-0.23936164369953195
7,HR,159,-0.23641201802092265
7,HR,160,-0.2334623923423133
7,HR,161,-0.23051276666370402
7,HR,162,-0.22756314098509467
7,HR,163,-0.22461351530648538
7,HR,164,-0.22166388962787603
7,HR,165,-0.21871426394926674
7,HR,166,-0.2157646382706574
7,HR,167,-0.2128150125920481
7,HR,168,-0.20986538691343876
7,HR,169,-0.20691576123482947
7,HR,170,-0.20396613555622012
7,HR,171,-0.20101650987761077
7,HR,172,-0.19806688419900154
7,HR,173,-0.1951172585203922
7,HR,174,-0.19216763284178284
7,HR,175,-0.1892180071631735
7,HR,176,-0.18626838148456426
7,HR,177,-0.18331875580595491
7,HR,178,-0.18036913012734557
7,HR,179,-0.17741950444873622
7,HR,180,-0.17446987877012698
7,HR,181,-0.17152025309151764
7,HR,182,-0.1685706274129083
7,HR,183,-0.16562100173429894
7,HR,184,-0.1626713760556897
7,HR,185,-0.15972175037708036
7,HR,186,-0.15677212469847102
7,HR,187,-0.15382249901986167
7,HR,188,-0.15087287334125243
7,HR,189,-0.1479232476626431
7,HR,190,-0.14497362198403374
7,HR,191,-0.1420239963054244
7,HR,192,-0.13907437062681516
7,HR,193,-0.1361247449482058
7,HR,194,-0.13317511926959646
7,HR,195,-0.13022549359098723
7,HR,196,-0.12727586791237788
7,HR,197,-0.12432624223376854
7,HR,198,-0.12137661655515919
7,HR,199,-0.11842699087654995
7,HR,200,-0.1154773651979406
