"","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat"
"beta_b0",-1.91107532619116,0,0,-1.91107532619116,-1.91107532619116,-1.91107532619116,-1.91107532619116,-1.91107532619116,0.909090909090909,NA
"beta_b1",1.05603364887738,NA,0,1.05603364887738,1.05603364887738,1.05603364887738,1.05603364887738,1.05603364887738,NA,NA
"BATTER_IDX1",-1.82904393748692,NA,0,-1.82904393748692,-1.82904393748692,-1.82904393748692,-1.82904393748692,-1.82904393748692,NA,NA
"BATTER_IDX2",-1.86097470605639,NA,0,-1.86097470605639,-1.86097470605639,-1.86097470605639,-1.86097470605639,-1.86097470605639,NA,NA
"BATTER_IDX3",1.68915453157547,0,0,1.68915453157547,1.68915453157547,1.68915453157547,1.68915453157547,1.68915453157547,0.909090909090909,NA
"BATTER_IDX4",-0.205130090151276,NA,0,-0.205130090151276,-0.205130090151276,-0.205130090151276,-0.205130090151276,-0.205130090151276,NA,NA
"BATTER_IDX5",-0.466888730530223,0,0,-0.466888730530223,-0.466888730530223,-0.466888730530223,-0.466888730530223,-0.466888730530223,0.909090909090909,NA
"BATTER_IDX6",-0.191733544663056,NA,0,-0.191733544663056,-0.191733544663056,-0.191733544663056,-0.191733544663056,-0.191733544663056,NA,NA
"BATTER_IDX7",0.176255146136924,NA,0,0.176255146136924,0.176255146136924,0.176255146136924,0.176255146136924,0.176255146136924,NA,NA
"BATTER_IDX8",-1.5757346756381,NA,0,-1.5757346756381,-1.5757346756381,-1.5757346756381,-1.5757346756381,-1.5757346756381,NA,NA
"BATTER_IDX9",0.495805005479838,NA,0,0.495805005479838,0.495805005479838,0.495805005479838,0.495805005479838,0.495805005479838,NA,NA
"BATTER_IDX10",1.53524014048997,NA,0,1.53524014048997,1.53524014048997,1.53524014048997,1.53524014048997,1.53524014048997,NA,NA
"BATTER_IDX11",-1.48248706888243,NA,0,-1.48248706888243,-1.48248706888243,-1.48248706888243,-1.48248706888243,-1.48248706888243,NA,NA
"BATTER_IDX12",-1.90038394873193,NA,0,-1.90038394873193,-1.90038394873193,-1.90038394873193,-1.90038394873193,-1.90038394873193,NA,NA
"BATTER_IDX13",0.026929609972512,0,0,0.026929609972512,0.026929609972512,0.026929609972512,0.026929609972512,0.026929609972512,0.909090909090909,NA
"BATTER_IDX14",1.07914758664866,NA,0,1.07914758664866,1.07914758664866,1.07914758664866,1.07914758664866,1.07914758664866,NA,NA
"BATTER_IDX15",0.0888715653825655,NA,0,0.0888715653825655,0.0888715653825655,0.0888715653825655,0.0888715653825655,0.0888715653825655,NA,NA
"BATTER_IDX16",0.40373077383037,0,0,0.40373077383037,0.40373077383037,0.40373077383037,0.40373077383037,0.40373077383037,0.909090909090909,NA
"ORDER_CT1",-1.34784916015447,NA,0,-1.34784916015447,-1.34784916015447,-1.34784916015447,-1.34784916015447,-1.34784916015447,NA,NA
"ORDER_CT2",-0.885747287117739,0,0,-0.885747287117739,-0.885747287117739,-0.885747287117739,-0.885747287117739,-0.885747287117739,0.909090909090909,NA
"ORDER_CT3",1.67036643716174,NA,0,1.67036643716174,1.67036643716174,1.67036643716174,1.67036643716174,1.67036643716174,NA,NA
"ORDER_CT4",-1.51441737943134,NA,0,-1.51441737943134,-1.51441737943134,-1.51441737943134,-1.51441737943134,-1.51441737943134,NA,NA
"tau_b",4.62439432529167,NA,0,4.62439432529167,4.62439432529167,4.62439432529167,4.62439432529167,4.62439432529167,NA,NA
"tau_o",0.494078052125823,NA,0,0.494078052125823,0.494078052125823,0.494078052125823,0.494078052125823,0.494078052125823,NA,NA
"sigma",0.351685744318046,NA,0,0.351685744318046,0.351685744318046,0.351685744318046,0.351685744318046,0.351685744318046,NA,NA
