"","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat"
"beta_b0",-1.90198400600251,0.0031518049628333,0.00933156295353043,-1.91627977779602,-1.90854792123236,-1.90478283429397,-1.89541151255001,-1.88059591507007,8.76577079241304,1.07697491453733
"beta_b1",1.06210559756985,0.0136595780767624,0.029248070582491,1.02513106674313,1.04780140669313,1.05001596446373,1.07249919710738,1.1303702811357,4.58479450022605,1.19466626814675
"BATTER_IDX1",0.0959624076512428,0.0619380750394259,0.124567882188645,-0.116005761645559,0.0276554026828016,0.0866271010003899,0.184599533323941,0.310092731457645,4.04479722347628,1.15862896721445
"BATTER_IDX2",0.0880204739124885,0.0599619167951748,0.114805626987338,-0.116922592468777,0.0251750291105054,0.0824701021997648,0.172353566284357,0.298099563188566,3.66585543724196,1.22895324083765
"BATTER_IDX3",0.0721227990898747,0.0598460201704553,0.11266509494908,-0.127159739904213,0.00580852743748721,0.0783583056824565,0.148711330028484,0.277891108541003,3.54411842212562,1.32828596687181
"BATTER_IDX4",0.0605814035308336,0.0752152053723007,0.14190156571888,-0.257677972288704,-0.00562944174730932,0.0804571269695733,0.154933964489789,0.285943152138991,3.55928761572594,1.4257108172078
"BATTER_IDX5",0.014339516688956,0.110028785982854,0.205650263484833,-0.473982510421606,-0.0692725332453541,0.0707687366367487,0.146637028443097,0.282430672391089,3.49338055291385,1.51081423014125
"BATTER_IDX6",0.0549747955213161,0.0748005259051765,0.135392045700872,-0.219434720072335,-0.0288934426788912,0.0760511376338146,0.14617670483475,0.276331932548914,3.27624972794757,1.58040233008823
"BATTER_IDX7",0.102451677042609,0.0388721175249865,0.0806864868933786,-0.0174397853322936,0.0468020045596883,0.103092348013791,0.148263616553667,0.274014707637374,4.30849124742749,1.32525051702044
"BATTER_IDX8",0.0995144512615383,0.04699426424253,0.0866058460365707,-0.0190005046226887,0.0231191968241355,0.0905403815268538,0.159277417083578,0.278711656212694,3.39628954437739,1.47731166808461
"BATTER_IDX9",0.165047014492634,0.0396706633423652,0.111690614582096,0.0530111517103177,0.0869392394549723,0.131327203862207,0.190315226515515,0.45940693786183,7.92673676903369,1.01057252097615
"BATTER_IDX10",0.712780403752767,0.365651380166656,0.559075445147974,0.0354481214518365,0.124737608972291,0.781205726374282,1.26790011943115,1.5143564306716,2.33779487635432,3.67597838689792
"BATTER_IDX11",-0.849218380851778,0.417180254264602,0.660933868653153,-1.47670388276864,-1.43590887109303,-1.30571472778793,0.00685771183078123,0.0757101410855333,2.50996997068239,2.66269876475197
"BATTER_IDX12",-1.54638850753971,0.262430601909285,0.441755576792311,-1.90488845125131,-1.89011536992824,-1.84752699313021,-1.15764459686731,-0.649296261390027,2.83357771674022,1.95451132437042
"BATTER_IDX13",-0.00115984131164378,0.017687928666184,0.0320997944655606,-0.0655249479570677,-0.0364620343506514,0.019704122467265,0.020958681515439,0.027089547084993,3.29344600002156,1.74444229422548
"BATTER_IDX14",0.98386981434842,0.0617522155560224,0.101899037130679,0.78261001803221,0.899261671460851,1.04511200237446,1.06714712376738,1.07526535644681,2.72292119678424,2.10681685322554
"BATTER_IDX15",0.139130811049207,0.0419797772350203,0.0710468500203776,0.0806526421030402,0.0859376651976196,0.0886455197877171,0.219598456242662,0.275915994037709,2.86423993534394,1.89213063366829
"BATTER_IDX16",0.365750034149909,0.0197538072505419,0.0321707968024602,0.305883912272552,0.336500292983555,0.384586798147335,0.391672986268275,0.402342868798099,2.6522961299857,2.44870612939618
"ORDER_CT1",-0.84679812824497,0.255706429883033,0.395410222682614,-1.43161813031209,-1.21840407744671,-0.878934986776971,-0.423867447531307,-0.321481951286813,2.39118120646895,3.00790034865627
"ORDER_CT2",-0.858581155570397,0.266769546838533,0.410086066735209,-1.34893512786162,-1.27069908195356,-0.997037599837162,-0.389702521444002,-0.285306658007593,2.36307510768387,3.18538611693102
"ORDER_CT3",-0.872017370775298,0.278351767262598,0.433736710631336,-1.36076671834418,-1.26234401355662,-1.10180924590496,-0.367792085407676,-0.259968646558326,2.42808785732982,2.95655718421168
"ORDER_CT4",-0.96778431256003,0.32609079653725,0.512166973422883,-1.47262430268423,-1.42856072852087,-1.32327471959179,-0.353451560407829,-0.24196655210491,2.46686882566406,2.91477281887179
"WOBA_CUMU_BAT",1.31709062383954,0.170247588107114,0.265960458295438,0.983458083115118,1.0023139809894,1.49993950420369,1.56722214084052,1.58705271789988,2.44046289676017,3.51767598505438
"WOBA_CUMU_PIT",0.210046692530166,0.435413831156994,0.667131970823886,-0.671539276607161,-0.454640512952688,0.0179262767135223,0.950681550328668,0.961962516119547,2.34757278655373,3.97199616694481
"HAND_MATCH",-0.00841418329995353,0.00606528830309483,0.00936569004962644,-0.0210756484387518,-0.0176847031504543,-0.00775600463794214,0.00046702694408776,0.00576466017057827,2.38438655238309,3.66294471602502
"BAT_HOME_IND",0.0166528652744755,0.00713763037595974,0.0113534698365853,0.00352231866561164,0.0061347268205529,0.0145749353769822,0.0263540932331105,0.0378758240508503,2.53016656632366,2.72922539695866
"PIT_REST",0.0928032355425959,0.060898287899365,0.0957310314831894,-0.00329032246531238,-0.000313022675290992,0.0723889764404304,0.180182912137601,0.25881868395694,2.47112839307692,2.83264844801344
"DAYS_SINCE_SZN_START",0.000159937973598955,8.96792215472388e-05,0.000145138512984022,7.92995152958835e-06,3.27951890381109e-05,0.000106935312736757,0.000287905390730675,0.000447694230268648,2.61927850489682,2.42609793958736
"IN_DIV",-0.00621836895725773,0.00419582797943941,0.00678298502484611,-0.0180609915377118,-0.0119599395089941,-0.0055007684288349,-2.81545543824518e-05,0.00314267582282605,2.61340289070391,2.65509199648375
"IN_LEAGUE",0.0481396045972053,0.0309582503862965,0.0486813288009342,-0.00310263412537977,0.00173798903867857,0.0385520662937928,0.091408612645072,0.134544024601019,2.47270343125641,2.86665263116765
"PITCH_COUNT_CUMU",0.000750572259449923,0.000931384345272065,0.00207661452431702,-0.0027417446759959,-0.000588168789794059,0.000518944261009145,0.00263049844114953,0.00357973861057197,4.9711161030187,1.06254940475546
"tau_b",1.05993576961031,0.184852719002632,0.299062248219757,0.773108284536641,0.808161701979296,0.870240440071205,1.38799387674485,1.58574078861568,2.61740845901333,2.31058626468179
"tau_o",1.79859684849987,0.0133910165043196,0.0252588991850006,1.73756976426947,1.78324666817783,1.8110661864686,1.81958650403062,1.82323203709065,3.55796562967485,2.08281376988631
"sigma",0.531377519097343,0.0175012286056999,0.0304230880280698,0.50531138506231,0.506220685060384,0.522669818936189,0.547471341588137,0.603560497566818,3.02182641123909,1.98107494528296
